,CD,Biden,Trump,Total,Percentage_for_Biden,Voting_Age_Population,Voting_Rate
0,ms_1,115883.0,222359.0,343231.0,33.762393257019326,577880.0,59.39485706375026
1,ms_2,191329.0,105700.0,300527.0,63.664496035297994,523479.0,57.40956179713035
2,ms_3,135455.0,210649.0,350527.0,38.643242888564934,559913.0,62.603833095498764
3,ms_4,96731.0,218056.0,319474.0,30.278207303254725,579386.0,55.1400965850055
