,CD,Biden,Trump,Total,Percentage_for_Biden,Voting_Age_Population,Voting_Rate
0,ct_1,229220.0,127803.0,362392.0,63.25194816662619,523004.0,69.29048343798517
1,ct_2,205779.0,164461.0,377818.0,54.465112832104346,548572.0,68.87300117395712
2,ct_3,212317.0,137580.0,354399.0,59.90902908868253,535024.0,66.23983223182512
3,ct_4,237245.0,127566.0,369791.0,64.1565100286378,496370.0,74.49906319882345
4,ct_5,196119.0,157881.0,359336.0,54.57816639579669,511395.0,70.26584147283411
