,CD,Biden,Trump,Total,Percentage_for_Biden,Voting_Age_Population,Voting_Rate
0,ut_1,113343.0,230314.0,358818.0,31.58788020667859,521517.0,68.80274276773336
1,ut_2,148890.0,207667.0,370162.0,40.22292942009174,529608.0,69.89358166795063
2,ut_3,131845.0,225830.0,374671.0,35.189539622762375,517848.0,72.35153944786887
3,ut_4,166204.0,201329.0,384026.0,43.27936129324577,518368.0,74.08366257176368
