,CD,Biden,Trump,Total,Percentage_for_Biden,Voting_Age_Population,Voting_Rate
0,ok_1,125905.0,202879.0,337495.0,37.30573786278315,565812.0,59.64790425088192
1,ok_2,64353.0,221123.0,290575.0,22.1467779402908,564213.0,51.50094024774332
2,ok_3,72141.0,232416.0,311625.0,23.14993983152828,571661.0,54.512202161770695
3,ok_4,101120.0,207214.0,315917.0,32.00840727153018,589702.0,53.572312795276254
4,ok_5,140371.0,156648.0,305087.0,46.01015448052523,561277.0,54.35587063072245
