,CD,Biden,Trump,Total,Percentage_for_Biden,Voting_Age_Population,Voting_Rate
0,ks_1,83890.0,207727.0,298130.0,28.138731425888036,502712.0,59.304333296201406
1,ks_2,140303.0,191030.0,339357.0,41.34377661282956,538594.0,63.00794290318868
2,ks_3,223114.0,179583.0,411239.0,54.25409555027612,534532.0,76.93440243053736
3,ks_4,123016.0,193066.0,323577.0,38.017535238907584,515676.0,62.7481209131315
