County,Town (Standard Name),Town (Results Name),Ward,Precinct,CD,Biden,Trump,Total
Suffolk (pt.),Boston (pt.),Boston,19,3,8,895,56,961
Suffolk (pt.),Boston (pt.),Boston,19,4,8,"1,262",29,"1,309"
Suffolk (pt.),Boston (pt.),Boston,19,5,8,"1,007",76,"1,097"
Suffolk (pt.),Boston (pt.),Boston,19,6,8,"1,446",54,"1,513"
Suffolk (pt.),Boston (pt.),Boston,19,7,7,"1,375",94,"1,493"
Suffolk (pt.),Boston (pt.),Boston,19,8,8,692,36,736
Suffolk (pt.),Boston (pt.),Boston,19,9,8,674,43,728
Suffolk (pt.),Boston (pt.),Boston,19,10,7,"1,214",161,"1,383"
Suffolk (pt.),Boston (pt.),Boston,19,11,7,"1,033",112,"1,159"
Suffolk (pt.),Boston (pt.),Boston,19,12,7,864,110,980
Suffolk (pt.),Boston (pt.),Boston,19,13,7,732,105,847
Suffolk (pt.),Boston (pt.),Boston,20,1,8,"1,011",235,"1,262"
Suffolk (pt.),Boston (pt.),Boston,20,2,8,"1,113",208,"1,338"
Suffolk (pt.),Boston (pt.),Boston,20,3,7,926,382,"1,334"
Suffolk (pt.),Boston (pt.),Boston,20,4,8,991,116,"1,120"
Suffolk (pt.),Boston (pt.),Boston,20,5,8,927,401,"1,339"
Suffolk (pt.),Boston (pt.),Boston,20,6,8,"1,056",342,"1,428"
Suffolk (pt.),Boston (pt.),Boston,20,7,8,678,185,884
Suffolk (pt.),Boston (pt.),Boston,20,8,8,801,187,"1,003"
Suffolk (pt.),Boston (pt.),Boston,20,9,8,865,227,"1,104"
Suffolk (pt.),Boston (pt.),Boston,20,10,8,"1,118",487,"1,628"
Suffolk (pt.),Boston (pt.),Boston,20,11,8,560,173,745
Suffolk (pt.),Boston (pt.),Boston,20,12,8,668,250,933
Suffolk (pt.),Boston (pt.),Boston,20,13,8,581,260,850
Suffolk (pt.),Boston (pt.),Boston,20,14,8,593,233,846
Suffolk (pt.),Boston (pt.),Boston,20,15,8,975,495,"1,486"
Suffolk (pt.),Boston (pt.),Boston,20,16,8,962,551,"1,547"
Suffolk (pt.),Boston (pt.),Boston,20,17,8,"1,167",536,"1,727"
Suffolk (pt.),Boston (pt.),Boston,20,18,8,640,198,849
Suffolk (pt.),Boston (pt.),Boston,20,19,8,642,257,916
Suffolk (pt.),Boston (pt.),Boston,20,20,8,"1,079",381,"1,475"
Suffolk (pt.),Boston (pt.),Boston,21,1,7,"1,248",93,"1,360"
Suffolk (pt.),Boston (pt.),Boston,21,2,7,297,24,324
Suffolk (pt.),Boston (pt.),Boston,21,3,7,720,67,816
Suffolk (pt.),Boston (pt.),Boston,21,4,7,636,50,707
Suffolk (pt.),Boston (pt.),Boston,21,5,7,946,78,"1,048"
Suffolk (pt.),Boston (pt.),Boston,21,6,7,715,73,807
Suffolk (pt.),Boston (pt.),Boston,21,7,7,930,109,"1,060"
Suffolk (pt.),Boston (pt.),Boston,21,8,7,"1,180",94,"1,296"
Suffolk (pt.),Boston (pt.),Boston,21,9,7,"1,158",148,"1,330"
Suffolk (pt.),Boston (pt.),Boston,21,10,7,839,135,987
Suffolk (pt.),Boston (pt.),Boston,21,11,7,"1,153",123,"1,295"
Suffolk (pt.),Boston (pt.),Boston,21,12,7,923,203,"1,150"
Suffolk (pt.),Boston (pt.),Boston,21,13,7,"1,108",399,"1,532"
Suffolk (pt.),Boston (pt.),Boston,21,14,7,681,73,771
Suffolk (pt.),Boston (pt.),Boston,21,15,7,828,73,924
Suffolk (pt.),Boston (pt.),Boston,21,16,7,"1,013",198,"1,239"
Suffolk (pt.),Boston (pt.),Boston,22,1,7,"1,277",165,"1,484"
Suffolk (pt.),Boston (pt.),Boston,22,2,7,"1,469",205,"1,701"
Suffolk (pt.),Boston (pt.),Boston,22,3,7,"1,172",258,"1,461"
Suffolk (pt.),Boston (pt.),Boston,22,4,7,913,159,"1,101"
Suffolk (pt.),Boston (pt.),Boston,22,5,7,775,136,930
Suffolk (pt.),Boston (pt.),Boston,22,6,7,747,130,900
Suffolk (pt.),Boston (pt.),Boston,22,7,7,"1,051",151,"1,231"
Suffolk (pt.),Boston (pt.),Boston,22,8,7,713,192,927
Suffolk (pt.),Boston (pt.),Boston,22,9,7,797,219,"1,044"
Suffolk (pt.),Boston (pt.),Boston,22,10,7,991,169,"1,182"
Suffolk (pt.),Boston (pt.),Boston,22,11,7,703,158,877
Suffolk (pt.),Boston (pt.),Boston,22,12,7,676,150,835
Suffolk (pt.),Boston (pt.),Boston,22,13,7,612,111,737
Barnstable,Bourne,Bourne,-,1,9,879,825,"1,749"
Barnstable,Bourne,Bourne,-,2,9,"1,051",954,"2,050"
Barnstable,Bourne,Bourne,-,3,9,600,592,"1,208"
Barnstable,Bourne,Bourne,-,4,9,"1,137",878,"2,041"
Barnstable,Bourne,Bourne,-,5,9,"1,069",753,"1,852"
Barnstable,Bourne,Bourne,-,6,9,804,497,"1,315"
Barnstable,Bourne,Bourne,-,7,9,987,832,"1,850"
Middlesex (pt.),Boxborough,Boxborough,-,1,3,"2,526",786,"3,397"
Essex (pt.),Boxford,Boxford,-,1,6,"1,010",755,"1,806"
Essex (pt.),Boxford,Boxford,-,2,6,"1,092",781,"1,920"
Essex (pt.),Boxford,Boxford,-,3,6,"1,015",735,"1,778"
Worcester (pt.),Boylston,Boylston,-,1,2,"1,877","1,318","3,280"
Norfolk (pt.),Braintree,Braintree,-,1A,8,"1,022",818,"1,868"
Norfolk (pt.),Braintree,Braintree,-,1B,8,973,748,"1,743"
Norfolk (pt.),Braintree,Braintree,-,2A,8,"1,133",724,"1,881"
Norfolk (pt.),Braintree,Braintree,-,2B,8,"1,057",767,"1,854"
Norfolk (pt.),Braintree,Braintree,-,3A,8,926,610,"1,564"
Norfolk (pt.),Braintree,Braintree,-,3B,8,"1,000",663,"1,690"
Norfolk (pt.),Braintree,Braintree,-,4A,8,948,625,"1,593"
Norfolk (pt.),Braintree,Braintree,-,4B,8,"1,085",570,"1,683"
Norfolk (pt.),Braintree,Braintree,-,5A,8,"1,001",690,"1,716"
Norfolk (pt.),Braintree,Braintree,-,5B,8,"1,181",817,"2,034"
Norfolk (pt.),Braintree,Braintree,-,6A,8,"1,177",881,"2,086"
Norfolk (pt.),Braintree,Braintree,-,6B,8,"1,109",831,"1,970"
Barnstable,Brewster,Brewster,-,1,9,"1,673",796,"2,518"
Barnstable,Brewster,Brewster,-,2,9,"1,684",735,"2,465"
Barnstable,Brewster,Brewster,-,3,9,"1,583",807,"2,435"
Plymouth (pt.),Bridgewater,Bridgewater,-,1,8,"1,465","1,377","2,895"
Plymouth (pt.),Bridgewater,Bridgewater,-,2,8,"1,256","1,088","2,395"
Plymouth (pt.),Bridgewater,Bridgewater,-,3,8,"1,513","1,550","3,104"
Plymouth (pt.),Bridgewater,Bridgewater,-,4,8,681,571,"1,273"
Plymouth (pt.),Bridgewater,Bridgewater,-,5,8,412,279,714
Plymouth (pt.),Bridgewater,Bridgewater,-,6,8,"1,102",749,"1,901"
Plymouth (pt.),Bridgewater,Bridgewater,-,7,8,"1,259",958,"2,270"
Hampden (pt.),Brimfield,Brimfield,-,1,1,"1,063","1,193","2,311"
Plymouth (pt.),Brockton,Brockton,1,A,8,"1,004",189,"1,212"
Plymouth (pt.),Brockton,Brockton,1,B,8,"1,209",345,"1,578"
Plymouth (pt.),Brockton,Brockton,1,C,8,"1,038",331,"1,383"
Plymouth (pt.),Brockton,Brockton,1,D,8,"1,325",624,"1,974"
Plymouth (pt.),Brockton,Brockton,2,A,8,832,103,953
Plymouth (pt.),Brockton,Brockton,2,B,8,748,93,846
Plymouth (pt.),Brockton,Brockton,2,C,8,728,119,858
Plymouth (pt.),Brockton,Brockton,2,D,8,"1,023",259,"1,297"
Plymouth (pt.),Brockton,Brockton,3,A,8,"1,032",249,"1,290"
Plymouth (pt.),Brockton,Brockton,3,B,8,961,167,"1,143"
Plymouth (pt.),Brockton,Brockton,3,C,8,"1,235",516,"1,767"
Plymouth (pt.),Brockton,Brockton,3,D,8,"1,188",590,"1,799"
Plymouth (pt.),Brockton,Brockton,4,A,8,759,118,884
Plymouth (pt.),Brockton,Brockton,4,B,8,"1,139",297,"1,454"
Plymouth (pt.),Brockton,Brockton,4,C,8,"1,057",404,"1,481"
Plymouth (pt.),Brockton,Brockton,4,D,8,"1,034",379,"1,425"
Plymouth (pt.),Brockton,Brockton,5,A,8,"1,047",195,"1,255"
Plymouth (pt.),Brockton,Brockton,5,B,8,"1,129",411,"1,570"
Plymouth (pt.),Brockton,Brockton,5,C,8,"1,093",245,"1,356"
Plymouth (pt.),Brockton,Brockton,5,D,8,"1,093",435,"1,547"
Plymouth (pt.),Brockton,Brockton,6,A,8,962,234,"1,219"
Plymouth (pt.),Brockton,Brockton,6,B,8,"1,220",532,"1,774"
Plymouth (pt.),Brockton,Brockton,6,C,8,"1,147",355,"1,522"
Plymouth (pt.),Brockton,Brockton,6,D,8,"1,060",553,"1,638"
Plymouth (pt.),Brockton,Brockton,7,A,8,984,159,"1,156"
Plymouth (pt.),Brockton,Brockton,7,B,8,"1,231",240,"1,491"
Plymouth (pt.),Brockton,Brockton,7,C,8,"1,089",205,"1,314"
Plymouth (pt.),Brockton,Brockton,7,D,8,"1,108",342,"1,469"
Worcester (pt.),Brookfield,Brookfield,-,1,1,946,"1,054","2,050"
Norfolk (pt.),Brookline,Brookline,-,1,4,"1,669",153,"1,840"
Norfolk (pt.),Brookline,Brookline,-,2,4,"1,100",152,"1,266"
Norfolk (pt.),Brookline,Brookline,-,3,4,"1,722",185,"1,923"
Norfolk (pt.),Brookline,Brookline,-,4,4,"1,507",218,"1,755"
Norfolk (pt.),Brookline,Brookline,-,5,4,"1,869",192,"2,089"
Norfolk (pt.),Brookline,Brookline,-,6,4,"1,848",157,"2,028"
Norfolk (pt.),Brookline,Brookline,-,7,4,"1,608",173,"1,805"
Norfolk (pt.),Brookline,Brookline,-,8,4,"1,734",116,"1,871"
Norfolk (pt.),Brookline,Brookline,-,9,4,"1,724",199,"1,948"
Norfolk (pt.),Brookline,Brookline,-,10,4,"1,738",207,"1,966"
Norfolk (pt.),Brookline,Brookline,-,11,4,"1,851",203,"2,078"
Norfolk (pt.),Brookline,Brookline,-,12,4,"2,077",239,"2,351"
Norfolk (pt.),Brookline,Brookline,-,13,4,"1,789",216,"2,035"
Norfolk (pt.),Brookline,Brookline,-,14,4,"1,754",317,"2,108"
Norfolk (pt.),Brookline,Brookline,-,15,4,"1,694",412,"2,129"
Norfolk (pt.),Brookline,Brookline,-,16,4,"1,466",279,"1,767"
Franklin (pt.),Buckland,Buckland,-,1,1,889,268,"1,189"
Middlesex (pt.),Burlington,Burlington,-,1,6,"1,448",941,"2,423"
Middlesex (pt.),Burlington,Burlington,-,2,6,"1,048",539,"1,621"
Middlesex (pt.),Burlington,Burlington,-,3,6,"1,390",804,"2,235"
Middlesex (pt.),Burlington,Burlington,-,4,6,"1,257",710,"1,994"
Middlesex (pt.),Burlington,Burlington,-,5,6,"1,413",856,"2,316"
Middlesex (pt.),Burlington,Burlington,-,6,6,"1,320",915,"2,278"
Middlesex (pt.),Burlington,Burlington,-,7,6,"1,571",801,"2,418"
Middlesex (pt.),Cambridge (pt.),Cambridge,1,1,7,"1,898",227,"2,156"
Middlesex (pt.),Cambridge (pt.),Cambridge,1,2,7,"1,447",190,"1,672"
Middlesex (pt.),Cambridge (pt.),Cambridge,1,3,7,"1,600",201,"1,828"
Middlesex (pt.),Cambridge (pt.),Cambridge,2,1,7,"1,504",102,"1,618"
Middlesex (pt.),Cambridge (pt.),Cambridge,2,2,7,295,11,316
Middlesex (pt.),Cambridge (pt.),Cambridge,2,3,7,808,76,905
Middlesex (pt.),Cambridge (pt.),Cambridge,3,1,7,"1,553",191,"1,766"
Middlesex (pt.),Cambridge (pt.),Cambridge,3,2,7,938,62,"1,007"
Middlesex (pt.),Cambridge (pt.),Cambridge,3,3,7,"1,463",83,"1,568"
Middlesex (pt.),Cambridge (pt.),Cambridge,3,2A,5,712,56,782
Middlesex (pt.),Cambridge (pt.),Cambridge,4,1,7,"1,873",75,"1,979"
Middlesex (pt.),Cambridge (pt.),Cambridge,4,2,5,"1,887",99,"2,014"
Middlesex (pt.),Cambridge (pt.),Cambridge,4,3,5,629,37,673
Middlesex (pt.),Cambridge (pt.),Cambridge,5,1,7,"1,670",88,"1,786"
Middlesex (pt.),Cambridge (pt.),Cambridge,5,2,7,"1,757",114,"1,898"
Middlesex (pt.),Cambridge (pt.),Cambridge,5,3,7,"1,309",60,"1,391"
Middlesex (pt.),Cambridge (pt.),Cambridge,6,1,5,"1,846",74,"1,954"
Middlesex (pt.),Cambridge (pt.),Cambridge,6,2,5,"1,674",70,"1,775"
Middlesex (pt.),Cambridge (pt.),Cambridge,6,3,5,"1,805",136,"1,959"
Middlesex (pt.),Cambridge (pt.),Cambridge,7,1,5,"1,730",70,"1,829"
Middlesex (pt.),Cambridge (pt.),Cambridge,7,2,5,828,58,911
Middlesex (pt.),Cambridge (pt.),Cambridge,7,3,5,505,33,545
Middlesex (pt.),Cambridge (pt.),Cambridge,8,1,5,"1,213",55,"1,282"
Middlesex (pt.),Cambridge (pt.),Cambridge,8,2,5,"1,213",53,"1,285"
Middlesex (pt.),Cambridge (pt.),Cambridge,8,3,5,277,14,293
Middlesex (pt.),Cambridge (pt.),Cambridge,9,1,5,"2,111",105,"2,236"
Middlesex (pt.),Cambridge (pt.),Cambridge,9,2,5,"2,211",208,"2,453"
Middlesex (pt.),Cambridge (pt.),Cambridge,9,3,5,"1,697",197,"1,923"
Middlesex (pt.),Cambridge (pt.),Cambridge,10,1,5,"2,090",108,"2,222"
Middlesex (pt.),Cambridge (pt.),Cambridge,10,2,5,"1,998",79,"2,103"
Middlesex (pt.),Cambridge (pt.),Cambridge,10,3,7,"1,732",101,"1,858"
Middlesex (pt.),Cambridge (pt.),Cambridge,11,1,7,"2,130",164,"2,330"
Middlesex (pt.),Cambridge (pt.),Cambridge,11,2,7,"2,125",170,"2,336"
Middlesex (pt.),Cambridge (pt.),Cambridge,11,3,7,"1,705",152,"1,881"
Norfolk (pt.),Canton,Canton,-,1,8,"1,421",742,"2,209"
Norfolk (pt.),Canton,Canton,-,2,8,"1,617",825,"2,468"
Norfolk (pt.),Canton,Canton,-,3,8,"1,527",781,"2,347"
Norfolk (pt.),Canton,Canton,-,4,8,"1,653","1,040","2,736"
Norfolk (pt.),Canton,Canton,-,5,8,"1,546",825,"2,415"
Norfolk (pt.),Canton,Canton,-,6,8,"1,458",752,"2,255"
Middlesex (pt.),Carlisle,Carlisle,-,1,3,"2,772",767,"3,614"
Plymouth (pt.),Carver,Carver,-,1,9,"1,017","1,161","2,230"
Plymouth (pt.),Carver,Carver,-,2,9,"1,025","1,120","2,182"
Plymouth (pt.),Carver,Carver,-,3,9,"1,235","1,223","2,503"
Franklin (pt.),Charlemont,Charlemont,-,1,1,492,235,743
Worcester (pt.),Charlton,Charlton,-,1,1,952,907,"1,915"
Worcester (pt.),Charlton,Charlton,-,2,1,887,"1,145","2,091"
Worcester (pt.),Charlton,Charlton,-,3,1,975,"1,122","2,138"
Worcester (pt.),Charlton,Charlton,-,4,1,945,953,"1,945"
Barnstable,Chatham,Chatham,-,1,9,"3,107","1,834","5,034"
Middlesex (pt.),Chelmsford,Chelmsford,-,1,3,"1,615",811,"2,472"
Middlesex (pt.),Chelmsford,Chelmsford,-,2,3,"1,463",770,"2,281"
Middlesex (pt.),Chelmsford,Chelmsford,-,3,3,"1,403",949,"2,402"
Middlesex (pt.),Chelmsford,Chelmsford,-,4,3,"1,405",945,"2,404"
Middlesex (pt.),Chelmsford,Chelmsford,-,5,3,"1,563",866,"2,496"
Middlesex (pt.),Chelmsford,Chelmsford,-,6,3,"1,576",882,"2,521"
Middlesex (pt.),Chelmsford,Chelmsford,-,7,3,"1,660",861,"2,589"
Middlesex (pt.),Chelmsford,Chelmsford,-,8,3,"1,552",837,"2,443"
Middlesex (pt.),Chelmsford,Chelmsford,-,9,3,"1,664",902,"2,620"
Suffolk (pt.),Chelsea,Chelsea,1,1,7,423,150,581
Suffolk (pt.),Chelsea,Chelsea,1,2,7,284,86,373
Suffolk (pt.),Chelsea,Chelsea,1,3,7,388,81,474
Suffolk (pt.),Chelsea,Chelsea,1,4,7,386,58,452
Suffolk (pt.),Chelsea,Chelsea,2,1,7,"1,052",292,"1,367"
Suffolk (pt.),Chelsea,Chelsea,2,2,7,665,118,797
Suffolk (pt.),Chelsea,Chelsea,2,3,7,285,57,348
Suffolk (pt.),Chelsea,Chelsea,2,4,7,429,90,524
Suffolk (pt.),Chelsea,Chelsea,3,1,7,498,88,595
Suffolk (pt.),Chelsea,Chelsea,3,2,7,636,131,777
Suffolk (pt.),Chelsea,Chelsea,3,3,7,454,147,609
Suffolk (pt.),Chelsea,Chelsea,3,4,7,510,124,638
Suffolk (pt.),Chelsea,Chelsea,4,1,7,564,160,738
Suffolk (pt.),Chelsea,Chelsea,4,2,7,566,254,842
Suffolk (pt.),Chelsea,Chelsea,4,3,7,564,207,778
Suffolk (pt.),Chelsea,Chelsea,4,4,7,451,172,631
Berkshire,Cheshire,Cheshire,-,1,1,"1,124",775,"1,935"
Hampden (pt.),Chester,Chester,-,1,1,313,415,744
Hampshire (pt.),Chesterfield,Chesterfield,-,1,1,510,287,820
Hampden (pt.),Chicopee,Chicopee,1,A,1,818,654,"1,509"
Hampden (pt.),Chicopee,Chicopee,1,B,1,"1,020",775,"1,833"
Hampden (pt.),Chicopee,Chicopee,2,A,1,646,339,"1,000"
Hampden (pt.),Chicopee,Chicopee,2,B,1,910,757,"1,699"
Hampden (pt.),Chicopee,Chicopee,3,A,1,755,610,"1,387"
Hampden (pt.),Chicopee,Chicopee,3,B,1,650,465,"1,144"
Hampden (pt.),Chicopee,Chicopee,4,A,1,788,499,"1,313"
Hampden (pt.),Chicopee,Chicopee,4,B,1,797,447,"1,275"
Hampden (pt.),Chicopee,Chicopee,5,A,1,886,554,"1,473"
Hampden (pt.),Chicopee,Chicopee,5,B,1,767,539,"1,334"
Hampden (pt.),Chicopee,Chicopee,6,AN,1,243,140,390
Hampden (pt.),Chicopee,Chicopee,6,AS,1,485,389,886
Hampden (pt.),Chicopee,Chicopee,6,BE,1,690,803,"1,528"
Hampden (pt.),Chicopee,Chicopee,6,BW,1,175,161,344
Hampden (pt.),Chicopee,Chicopee,7,A,1,649,402,"1,075"
Hampden (pt.),Chicopee,Chicopee,7,B,1,802,439,"1,274"
Hampden (pt.),Chicopee,Chicopee,8,A,1,855,628,"1,537"
Hampden (pt.),Chicopee,Chicopee,8,B,1,738,602,"1,368"
Hampden (pt.),Chicopee,Chicopee,9,A,1,846,631,"1,517"
Hampden (pt.),Chicopee,Chicopee,9,B,1,982,802,"1,823"
Dukes,Chilmark,Chilmark,-,1,9,796,111,915
Berkshire,Clarksburg,Clarksburg,-,1,1,583,390,988
Worcester (pt.),Clinton,Clinton,-,1,3,"1,287",717,"2,057"
Worcester (pt.),Clinton,Clinton,-,2,3,"1,145",666,"1,875"
Worcester (pt.),Clinton,Clinton,-,3,3,"1,197",757,"2,008"
Worcester (pt.),Clinton,Clinton,-,4,3,"1,059",746,"1,846"
Norfolk (pt.),Cohasset,Cohasset,-,1,8,"1,849",786,"2,681"
Norfolk (pt.),Cohasset,Cohasset,-,2,8,"2,000",879,"2,940"
Franklin (pt.),Colrain,Colrain,-,1,1,667,306,"1,003"
Middlesex (pt.),Concord,Concord,-,1,3,"1,930",354,"2,328"
Middlesex (pt.),Concord,Concord,-,2,3,"2,261",444,"2,749"
Middlesex (pt.),Concord,Concord,-,3,3,"2,058",435,"2,537"
Middlesex (pt.),Concord,Concord,-,4,3,"2,338",476,"2,869"
Middlesex (pt.),Concord,Concord,-,5,3,"1,437",268,"1,730"
Franklin (pt.),Conway,Conway,-,1,1,989,278,"1,302"
Hampshire (pt.),Cummington,Cummington,-,1,1,413,162,586
Berkshire,Dalton,Dalton,-,1,1,"1,305",560,"1,911"
Berkshire,Dalton,Dalton,-,2,1,"1,377",479,"1,900"
Essex (pt.),Danvers,Danvers,-,1,6,"1,339",759,"2,137"
Essex (pt.),Danvers,Danvers,-,2,6,"1,256",796,"2,091"
Essex (pt.),Danvers,Danvers,-,3,6,"1,060",736,"1,826"
Essex (pt.),Danvers,Danvers,-,4,6,"1,328",766,"2,130"
Essex (pt.),Danvers,Danvers,-,5,6,"1,266",948,"2,248"
Essex (pt.),Danvers,Danvers,-,6,6,"1,169",964,"2,169"
Essex (pt.),Danvers,Danvers,-,7,6,"1,277",860,"2,186"
Essex (pt.),Danvers,Danvers,-,8,6,"1,138",896,"2,073"
Bristol (pt.),Dartmouth,Dartmouth,-,1,9,"1,056","1,314","2,415"
Bristol (pt.),Dartmouth,Dartmouth,-,2,9,790,668,"1,475"
Bristol (pt.),Dartmouth,Dartmouth,-,3,9,44,3,47
Bristol (pt.),Dartmouth,Dartmouth,-,4,9,"1,191",938,"2,164"
Bristol (pt.),Dartmouth,Dartmouth,-,5,9,"1,292","1,021","2,342"
Bristol (pt.),Dartmouth,Dartmouth,-,6,9,953,844,"1,820"
Bristol (pt.),Dartmouth,Dartmouth,-,7,9,"1,197","1,020","2,247"
Bristol (pt.),Dartmouth,Dartmouth,-,8,9,"1,635",937,"2,602"
Bristol (pt.),Dartmouth,Dartmouth,-,9,9,"1,634","1,033","2,709"
Norfolk (pt.),Dedham,Dedham,-,1,8,"1,762",489,"2,270"
Norfolk (pt.),Dedham,Dedham,-,2,8,"1,522",698,"2,253"
Norfolk (pt.),Dedham,Dedham,-,3,8,"1,423",608,"2,076"
Norfolk (pt.),Dedham,Dedham,-,4,8,"1,502",639,"2,176"
Norfolk (pt.),Dedham,Dedham,-,5,8,"1,525",795,"2,364"
Norfolk (pt.),Dedham,Dedham,-,6,8,"1,652",719,"2,414"
Norfolk (pt.),Dedham,Dedham,-,7,8,"1,374",823,"2,229"
Franklin (pt.),Deerfield,Deerfield,-,1,2,"2,425",839,"3,340"
Barnstable,Dennis,Dennis,-,1,9,"1,280",868,"2,170"
Barnstable,Dennis,Dennis,-,2,9,"1,316",862,"2,203"
Barnstable,Dennis,Dennis,-,3,9,"1,109",674,"1,816"
Barnstable,Dennis,Dennis,-,4,9,"1,266",792,"2,095"
Barnstable,Dennis,Dennis,-,5,9,"1,210",742,"1,990"
Bristol (pt.),Dighton,Dighton,-,1,4,"1,000","1,147","2,195"
Bristol (pt.),Dighton,Dighton,-,2,4,"1,139","1,326","2,504"
Worcester (pt.),Douglas,Douglas,-,1,2,816,"1,051","1,909"
Worcester (pt.),Douglas,Douglas,-,2,2,839,982,"1,867"
Worcester (pt.),Douglas,Douglas,-,3,2,803,923,"1,758"
Norfolk (pt.),Dover,Dover,-,1,4,"2,761","1,142","3,984"
Middlesex (pt.),Dracut,Dracut,-,1,3,893,820,"1,750"
Middlesex (pt.),Dracut,Dracut,-,2,3,799,743,"1,572"
Middlesex (pt.),Dracut,Dracut,-,3,3,942,947,"1,919"
Middlesex (pt.),Dracut,Dracut,-,4,3,"1,124","1,210","2,375"
Middlesex (pt.),Dracut,Dracut,-,5,3,894,"1,010","1,948"
Middlesex (pt.),Dracut,Dracut,-,6,3,923,869,"1,825"
Middlesex (pt.),Dracut,Dracut,-,7,3,986,811,"1,827"
Middlesex (pt.),Dracut,Dracut,-,8,3,"1,155","1,397","2,597"
Middlesex (pt.),Dracut,Dracut,-,9,3,951,972,"1,960"
Middlesex (pt.),Dracut,Dracut,-,6A,3,39,33,72
Worcester (pt.),Dudley,Dudley,-,1,1,"1,071","1,203","2,330"
Worcester (pt.),Dudley,Dudley,-,2,1,906,"1,068","2,018"
Worcester (pt.),Dudley,Dudley,-,3,1,767,921,"1,718"
Middlesex (pt.),Dunstable,Dunstable,-,1,3,"1,243",877,"2,173"
Plymouth (pt.),Duxbury,Duxbury,-,1,9,"1,326",753,"2,112"
Plymouth (pt.),Duxbury,Duxbury,-,2,9,"1,217",680,"1,926"
Plymouth (pt.),Duxbury,Duxbury,-,3,9,"1,168",659,"1,864"
Plymouth (pt.),Duxbury,Duxbury,-,4,9,"1,122",625,"1,779"
Plymouth (pt.),Duxbury,Duxbury,-,5,9,"1,054",714,"1,794"
Plymouth (pt.),Duxbury,Duxbury,-,6,9,"1,023",601,"1,657"
Plymouth (pt.),East Bridgewater,E. Bridgewater,-,1,8,"1,034","1,098","2,177"
Plymouth (pt.),East Bridgewater,E. Bridgewater,-,2,8,"1,008","1,088","2,144"
Plymouth (pt.),East Bridgewater,E. Bridgewater,-,3,8,"1,111","1,159","2,307"
Plymouth (pt.),East Bridgewater,E. Bridgewater,-,4,8,"1,030","1,021","2,104"
Worcester (pt.),East Brookfield,E. Brookfield,-,1,1,593,741,"1,359"
Hampden (pt.),East Longmeadow,E. Longmeadow,-,1,1,"1,420","1,122","2,577"
Hampden (pt.),East Longmeadow,E. Longmeadow,-,2,1,"1,274","1,025","2,338"
Hampden (pt.),East Longmeadow,E. Longmeadow,-,3,1,"1,330","1,180","2,551"
Hampden (pt.),East Longmeadow,E. Longmeadow,-,4,1,"1,271","1,296","2,613"
Barnstable,Eastham,Eastham,-,1,9,"2,864","1,151","4,079"
Hampshire (pt.),Easthampton,Easthampton,-,1,1,"1,430",485,"1,950"
Hampshire (pt.),Easthampton,Easthampton,-,2,1,"1,685",412,"2,152"
Hampshire (pt.),Easthampton,Easthampton,-,3,1,"1,517",432,"1,992"
Hampshire (pt.),Easthampton,Easthampton,-,4,1,"1,810",400,"2,263"
Hampshire (pt.),Easthampton,Easthampton,-,5,1,"1,354",796,"2,204"
Bristol (pt.),Easton,Easton,-,1,4,836,512,"1,371"
Bristol (pt.),Easton,Easton,-,2,4,"1,651",996,"2,712"
Bristol (pt.),Easton,Easton,-,3,4,"1,400",925,"2,372"
Bristol (pt.),Easton,Easton,-,4,4,"1,578",925,"2,558"
Bristol (pt.),Easton,Easton,-,5,4,"1,810","1,052","2,906"
Bristol (pt.),Easton,Easton,-,6,4,"1,440","1,057","2,538"
Dukes,Edgartown,Edgartown,-,1,9,"2,185",854,"3,093"
Berkshire,Egremont,Egremont,-,1,1,783,174,972
Franklin (pt.),Erving,Erving,-,1,2,550,355,924
Essex (pt.),Essex,Essex,-,1,6,"1,650",796,"2,499"
Middlesex (pt.),Everett,Everett,1,1,7,808,318,"1,131"
Middlesex (pt.),Everett,Everett,1,2,7,714,332,"1,060"
Middlesex (pt.),Everett,Everett,2,1,7,886,360,"1,267"
Middlesex (pt.),Everett,Everett,2,2,7,745,272,"1,027"
Middlesex (pt.),Everett,Everett,3,1,7,"1,008",391,"1,418"
Middlesex (pt.),Everett,Everett,3,2,7,872,345,"1,230"
Middlesex (pt.),Everett,Everett,4,1,7,916,415,"1,345"
Middlesex (pt.),Everett,Everett,4,2,7,797,298,"1,110"
Middlesex (pt.),Everett,Everett,5,1,7,905,338,"1,252"
Middlesex (pt.),Everett,Everett,5,2,7,851,277,"1,137"
Middlesex (pt.),Everett,Everett,6,1,7,969,382,"1,385"
Middlesex (pt.),Everett,Everett,6,2,7,"1,021",365,"1,403"
Bristol (pt.),Fairhaven,Fairhaven,-,1,9,"1,000",601,"1,629"
Bristol (pt.),Fairhaven,Fairhaven,-,2,9,913,688,"1,627"
Bristol (pt.),Fairhaven,Fairhaven,-,3,9,640,638,"1,305"
Bristol (pt.),Fairhaven,Fairhaven,-,4,9,875,713,"1,622"
Bristol (pt.),Fairhaven,Fairhaven,-,5,9,874,839,"1,731"
Bristol (pt.),Fairhaven,Fairhaven,-,6,9,791,796,"1,613"
Bristol (pt.),Fall River (pt.),Fall River,1,A,9,765,763,"1,555"
