County,Town (Standard Name),Town (Results Name),Ward,Precinct,CD,Biden,Trump,Total
Plymouth (pt.),Wareham,Wareham,-,5,9,"1,126",974,"2,158"
Plymouth (pt.),Wareham,Wareham,-,6,9,"1,029",930,"2,010"
Worcester (pt.),Warren,Warren,-,A,1,844,"1,021","1,918"
Worcester (pt.),Warren,Warren,-,B,1,305,354,673
Franklin (pt.),Warwick,Warwick,-,1,2,343,160,522
Berkshire,Washington,Washington,-,1,1,240,107,353
Middlesex (pt.),Watertown,Watertown,-,1,5,969,296,"1,286"
Middlesex (pt.),Watertown,Watertown,-,2,5,"1,155",270,"1,447"
Middlesex (pt.),Watertown,Watertown,-,3,5,"1,311",260,"1,592"
Middlesex (pt.),Watertown,Watertown,-,4,5,"1,456",245,"1,726"
Middlesex (pt.),Watertown,Watertown,-,5,5,"1,483",298,"1,812"
Middlesex (pt.),Watertown,Watertown,-,6,5,"1,212",248,"1,494"
Middlesex (pt.),Watertown,Watertown,-,7,5,"1,363",361,"1,747"
Middlesex (pt.),Watertown,Watertown,-,8,5,"1,346",308,"1,684"
Middlesex (pt.),Watertown,Watertown,-,9,5,"1,020",278,"1,323"
Middlesex (pt.),Watertown,Watertown,-,10,5,"1,561",508,"2,113"
Middlesex (pt.),Watertown,Watertown,-,11,5,"1,039",394,"1,469"
Middlesex (pt.),Watertown,Watertown,-,12,5,"1,055",335,"1,416"
Middlesex (pt.),Wayland,Wayland,-,1,5,"1,865",410,"2,329"
Middlesex (pt.),Wayland,Wayland,-,2,5,"1,777",432,"2,265"
Middlesex (pt.),Wayland,Wayland,-,3,5,"1,678",390,"2,116"
Middlesex (pt.),Wayland,Wayland,-,4,5,"2,024",473,"2,542"
Worcester (pt.),Webster,Webster,-,1,2,766,703,"1,506"
Worcester (pt.),Webster,Webster,-,2,2,610,463,"1,104"
Worcester (pt.),Webster,Webster,-,3,2,719,756,"1,497"
Worcester (pt.),Webster,Webster,-,4,2,"1,060","1,224","2,329"
Worcester (pt.),Webster,Webster,-,5,2,891,893,"1,823"
Norfolk (pt.),Wellesley,Wellesley,-,A,4,"1,760",421,"2,214"
Norfolk (pt.),Wellesley,Wellesley,-,B,4,"1,935",492,"2,462"
Norfolk (pt.),Wellesley,Wellesley,-,C,4,"1,605",624,"2,265"
Norfolk (pt.),Wellesley,Wellesley,-,D,4,"1,956",431,"2,419"
Norfolk (pt.),Wellesley,Wellesley,-,E,4,"1,671",404,"2,100"
Norfolk (pt.),Wellesley,Wellesley,-,F,4,"1,072",276,"1,375"
Norfolk (pt.),Wellesley,Wellesley,-,G,4,930,167,"1,115"
Norfolk (pt.),Wellesley,Wellesley,-,H,4,"1,701",480,"2,220"
Barnstable,Wellfleet,Wellfleet,-,1,9,"1,971",496,"2,508"
Franklin (pt.),Wendell,Wendell,-,1,2,487,105,614
Essex (pt.),Wenham,Wenham,-,1,6,"1,761",765,"2,591"
Worcester (pt.),Westborough,Westborough,-,1,2,"1,142",388,"1,559"
Worcester (pt.),Westborough,Westborough,-,2,2,"1,211",419,"1,669"
Worcester (pt.),Westborough,Westborough,-,3,2,"1,472",549,"2,066"
Worcester (pt.),Westborough,Westborough,-,4,2,"1,946",726,"2,725"
Worcester (pt.),Westborough,Westborough,-,5,2,"1,798",694,"2,541"
Hampden (pt.),Westfield,Westfield,1,A,1,"1,030","1,055","2,130"
Hampden (pt.),Westfield,Westfield,1,B,1,868,968,"1,897"
Hampden (pt.),Westfield,Westfield,2,A,1,655,445,"1,121"
Hampden (pt.),Westfield,Westfield,2,B,1,808,660,"1,517"
Hampden (pt.),Westfield,Westfield,3,A,1,587,448,"1,081"
Hampden (pt.),Westfield,Westfield,3,B,1,934,722,"1,712"
Hampden (pt.),Westfield,Westfield,4,A,1,322,338,678
Hampden (pt.),Westfield,Westfield,4,B,1,"1,129","1,119","2,294"
Hampden (pt.),Westfield,Westfield,5,A,1,"1,122","1,128","2,325"
Hampden (pt.),Westfield,Westfield,5,B,1,"1,019","1,163","2,235"
Hampden (pt.),Westfield,Westfield,6,A,1,911,"1,022","1,987"
Hampden (pt.),Westfield,Westfield,6,B,1,815,790,"1,625"
Middlesex (pt.),Westford,Westford,-,1,3,"1,769",792,"2,610"
Middlesex (pt.),Westford,Westford,-,2,3,"1,773",815,"2,646"
Middlesex (pt.),Westford,Westford,-,3,3,"1,619",811,"2,485"
Middlesex (pt.),Westford,Westford,-,4,3,"1,891",706,"2,650"
Middlesex (pt.),Westford,Westford,-,5,3,"1,652",758,"2,459"
Middlesex (pt.),Westford,Westford,-,6,3,"1,525",774,"2,358"
Hampshire (pt.),Westhampton,Westhampton,-,1,1,746,426,"1,194"
Worcester (pt.),Westminster,Westminster,-,1,3,"1,363","1,248","2,680"
Worcester (pt.),Westminster,Westminster,-,2,3,"1,302","1,229","2,598"
Middlesex (pt.),Weston,Weston,-,1,5,"1,409",412,"1,866"
Middlesex (pt.),Weston,Weston,-,2,5,"1,218",430,"1,691"
Middlesex (pt.),Weston,Weston,-,3,5,"1,211",401,"1,657"
Middlesex (pt.),Weston,Weston,-,4,5,"1,291",469,"1,798"
Bristol (pt.),Westport,Westport,-,A,9,969,"1,006","2,017"
Bristol (pt.),Westport,Westport,-,B,9,"1,295","1,029","2,365"
Bristol (pt.),Westport,Westport,-,C,9,847,"1,015","1,902"
Bristol (pt.),Westport,Westport,-,D,9,916,865,"1,802"
Bristol (pt.),Westport,Westport,-,E,9,"1,292","1,103","2,435"
Norfolk (pt.),Westwood,Westwood,-,1,8,"1,734",798,"2,584"
Norfolk (pt.),Westwood,Westwood,-,2,8,"1,802",846,"2,703"
Norfolk (pt.),Westwood,Westwood,-,3,8,"1,750",780,"2,569"
Norfolk (pt.),Westwood,Westwood,-,4,8,"1,546","1,020","2,609"
Norfolk (pt.),Weymouth,Weymouth,-,1,8,"1,057",657,"1,738"
Norfolk (pt.),Weymouth,Weymouth,-,2,8,"1,109",794,"1,945"
Norfolk (pt.),Weymouth,Weymouth,-,3,8,"1,046",834,"1,916"
Norfolk (pt.),Weymouth,Weymouth,-,4,8,"1,011",686,"1,726"
Norfolk (pt.),Weymouth,Weymouth,-,5,8,925,486,"1,437"
Norfolk (pt.),Weymouth,Weymouth,-,6,8,"1,150",727,"1,904"
Norfolk (pt.),Weymouth,Weymouth,-,7,8,"1,035",636,"1,710"
Norfolk (pt.),Weymouth,Weymouth,-,8,8,"1,079",635,"1,737"
Norfolk (pt.),Weymouth,Weymouth,-,9,8,"1,122",797,"1,952"
Norfolk (pt.),Weymouth,Weymouth,-,10,8,848,509,"1,379"
Norfolk (pt.),Weymouth,Weymouth,-,11,8,"1,042",703,"1,780"
Norfolk (pt.),Weymouth,Weymouth,-,12,8,"1,096",737,"1,878"
Norfolk (pt.),Weymouth,Weymouth,-,13,8,939,504,"1,472"
Norfolk (pt.),Weymouth,Weymouth,-,14,8,"1,025",557,"1,610"
Norfolk (pt.),Weymouth,Weymouth,-,15,8,"1,174",803,"2,015"
Norfolk (pt.),Weymouth,Weymouth,-,16,8,"1,158",799,"1,987"
Norfolk (pt.),Weymouth,Weymouth,-,17,8,955,548,"1,523"
Norfolk (pt.),Weymouth,Weymouth,-,18,8,"1,844","1,048","2,940"
Franklin (pt.),Whately,Whately,-,1,2,745,332,"1,103"
Plymouth (pt.),Whitman,Whitman,-,1,8,"1,307","1,055","2,413"
Plymouth (pt.),Whitman,Whitman,-,2,8,"1,070",992,"2,112"
Plymouth (pt.),Whitman,Whitman,-,3,8,"1,029",974,"2,049"
Plymouth (pt.),Whitman,Whitman,-,4,8,"1,090",861,"2,002"
Hampden (pt.),Wilbraham,Wilbraham,-,A,1,"1,300","1,056","2,404"
Hampden (pt.),Wilbraham,Wilbraham,-,B,1,"1,247",998,"2,283"
Hampden (pt.),Wilbraham,Wilbraham,-,C,1,"1,139","1,119","2,298"
Hampden (pt.),Wilbraham,Wilbraham,-,D,1,"1,242","1,089","2,381"
Hampshire (pt.),Williamsburg,Williamsburg,-,1,1,"1,446",337,"1,817"
Berkshire,Williamstown,Williamstown,-,1,1,"1,294",225,"1,537"
Berkshire,Williamstown,Williamstown,-,2,1,575,49,634
Berkshire,Williamstown,Williamstown,-,3,1,"1,327",225,"1,570"
Middlesex (pt.),Wilmington,Wilmington,-,1,6,"1,320","1,029","2,387"
Middlesex (pt.),Wilmington,Wilmington,-,2,6,"1,255","1,020","2,321"
Middlesex (pt.),Wilmington,Wilmington,-,3,6,"1,288","1,067","2,408"
Middlesex (pt.),Wilmington,Wilmington,-,4,6,"1,359","1,127","2,529"
Middlesex (pt.),Wilmington,Wilmington,-,5,6,"1,391","1,124","2,556"
Middlesex (pt.),Wilmington,Wilmington,-,6,6,"1,414","1,081","2,541"
Worcester (pt.),Winchendon (pt.),Winchendon,-,1,2,494,689,"1,236"
Worcester (pt.),Winchendon (pt.),Winchendon,-,2,3,835,901,"1,785"
Worcester (pt.),Winchendon (pt.),Winchendon,-,3,3,800,903,"1,759"
Worcester (pt.),Winchendon (pt.),Winchendon,-,1A,3,184,168,365
Middlesex (pt.),Winchester,Winchester,-,1,5,"1,315",409,"1,762"
Middlesex (pt.),Winchester,Winchester,-,2,5,"1,114",408,"1,552"
Middlesex (pt.),Winchester,Winchester,-,3,5,"1,482",361,"1,871"
Middlesex (pt.),Winchester,Winchester,-,4,5,"1,314",515,"1,862"
Middlesex (pt.),Winchester,Winchester,-,5,5,"1,169",599,"1,799"
Middlesex (pt.),Winchester,Winchester,-,6,5,"1,170",570,"1,762"
Middlesex (pt.),Winchester,Winchester,-,7,5,"1,301",454,"1,804"
Middlesex (pt.),Winchester,Winchester,-,8,5,912,420,"1,358"
Berkshire,Windsor,Windsor,-,1,1,370,201,578
Suffolk (pt.),Winthrop,Winthrop,-,1,5,"1,013",760,"1,798"
Suffolk (pt.),Winthrop,Winthrop,-,2,5,966,693,"1,689"
Suffolk (pt.),Winthrop,Winthrop,-,3,5,"1,104",552,"1,687"
Suffolk (pt.),Winthrop,Winthrop,-,4,5,939,556,"1,507"
Suffolk (pt.),Winthrop,Winthrop,-,5,5,"1,134",645,"1,805"
Suffolk (pt.),Winthrop,Winthrop,-,6,5,"1,134",564,"1,732"
Middlesex (pt.),Woburn,Woburn,1,1,5,854,452,"1,323"
Middlesex (pt.),Woburn,Woburn,1,2,5,"1,016",556,"1,589"
Middlesex (pt.),Woburn,Woburn,2,1,5,931,560,"1,519"
Middlesex (pt.),Woburn,Woburn,2,2,5,796,372,"1,194"
Middlesex (pt.),Woburn,Woburn,3,1,5,900,596,"1,518"
Middlesex (pt.),Woburn,Woburn,3,2,5,"1,087",757,"1,875"
Middlesex (pt.),Woburn,Woburn,4,1,5,"1,022",743,"1,795"
Middlesex (pt.),Woburn,Woburn,4,2,5,900,502,"1,431"
Middlesex (pt.),Woburn,Woburn,5,1,5,"1,257",583,"1,870"
Middlesex (pt.),Woburn,Woburn,5,2,5,"1,041",721,"1,779"
Middlesex (pt.),Woburn,Woburn,6,1,5,729,359,"1,100"
Middlesex (pt.),Woburn,Woburn,6,2,5,959,703,"1,691"
Middlesex (pt.),Woburn,Woburn,7,1,5,"1,025",834,"1,888"
Middlesex (pt.),Woburn,Woburn,7,2,5,"1,013",745,"1,785"
Worcester (pt.),Worcester,Worcester,1,1,2,"1,523",744,"2,308"
Worcester (pt.),Worcester,Worcester,1,2,2,"1,533",836,"2,405"
Worcester (pt.),Worcester,Worcester,1,3,2,853,408,"1,280"
Worcester (pt.),Worcester,Worcester,1,4,2,"1,702",569,"2,312"
Worcester (pt.),Worcester,Worcester,1,5,2,"1,310",709,"2,061"
Worcester (pt.),Worcester,Worcester,2,1,2,"1,413",663,"2,116"
Worcester (pt.),Worcester,Worcester,2,2,2,"1,398",613,"2,055"
Worcester (pt.),Worcester,Worcester,2,3,2,"1,297",590,"1,919"
Worcester (pt.),Worcester,Worcester,2,4,2,"1,202",366,"1,580"
Worcester (pt.),Worcester,Worcester,2,5,2,580,218,812
Worcester (pt.),Worcester,Worcester,3,1,2,"1,077",401,"1,511"
Worcester (pt.),Worcester,Worcester,3,2,2,369,83,468
Worcester (pt.),Worcester,Worcester,3,3,2,929,380,"1,334"
Worcester (pt.),Worcester,Worcester,3,4,2,720,258,"1,000"
Worcester (pt.),Worcester,Worcester,3,5,2,"1,099",389,"1,511"
Worcester (pt.),Worcester,Worcester,4,1,2,703,250,965
Worcester (pt.),Worcester,Worcester,4,2,2,872,404,"1,297"
Worcester (pt.),Worcester,Worcester,4,3,2,912,255,"1,199"
Worcester (pt.),Worcester,Worcester,4,4,2,886,470,"1,377"
Worcester (pt.),Worcester,Worcester,4,5,2,"1,144",492,"1,669"
Worcester (pt.),Worcester,Worcester,5,1,2,877,312,"1,207"
Worcester (pt.),Worcester,Worcester,5,2,2,"1,103",577,"1,707"
Worcester (pt.),Worcester,Worcester,5,3,2,"1,268",798,"2,102"
Worcester (pt.),Worcester,Worcester,5,4,2,"1,162",591,"1,790"
Worcester (pt.),Worcester,Worcester,5,5,2,"1,050",660,"1,751"
Worcester (pt.),Worcester,Worcester,6,1,2,625,188,831
Worcester (pt.),Worcester,Worcester,6,2,2,816,331,"1,164"
Worcester (pt.),Worcester,Worcester,6,3,2,831,335,"1,190"
Worcester (pt.),Worcester,Worcester,6,4,2,375,182,571
Worcester (pt.),Worcester,Worcester,6,5,2,992,544,"1,556"
Worcester (pt.),Worcester,Worcester,7,1,2,"1,160",482,"1,667"
Worcester (pt.),Worcester,Worcester,7,2,2,782,376,"1,175"
Worcester (pt.),Worcester,Worcester,7,3,2,"1,118",529,"1,674"
Worcester (pt.),Worcester,Worcester,7,4,2,996,553,"1,585"
Worcester (pt.),Worcester,Worcester,7,5,2,"1,038",650,"1,724"
Worcester (pt.),Worcester,Worcester,8,1,2,571,255,840
Worcester (pt.),Worcester,Worcester,8,2,2,553,240,804
Worcester (pt.),Worcester,Worcester,8,3,2,478,107,601
Worcester (pt.),Worcester,Worcester,8,4,2,715,301,"1,030"
Worcester (pt.),Worcester,Worcester,8,5,2,688,308,"1,017"
Worcester (pt.),Worcester,Worcester,9,1,2,"1,281",427,"1,748"
Worcester (pt.),Worcester,Worcester,9,2,2,"1,512",490,"2,040"
Worcester (pt.),Worcester,Worcester,9,3,2,"1,008",476,"1,504"
Worcester (pt.),Worcester,Worcester,9,4,2,"1,393",633,"2,059"
Worcester (pt.),Worcester,Worcester,9,5,2,"1,413",654,"2,107"
Worcester (pt.),Worcester,Worcester,10,1,2,675,244,931
Worcester (pt.),Worcester,Worcester,10,2,2,777,175,982
Worcester (pt.),Worcester,Worcester,10,3,2,645,194,863
Worcester (pt.),Worcester,Worcester,10,4,2,525,214,750
Worcester (pt.),Worcester,Worcester,10,5,2,635,245,893
Hampshire (pt.),Worthington,Worthington,-,1,1,571,271,868
Norfolk (pt.),Wrentham,Wrentham,-,1,4,"1,426","1,140","2,615"
Norfolk (pt.),Wrentham,Wrentham,-,2,4,"1,352","1,128","2,539"
Norfolk (pt.),Wrentham,Wrentham,-,3,4,"1,469","1,051","2,578"
Barnstable,Yarmouth,Yarmouth,-,1,9,"1,488",884,"2,406"
Barnstable,Yarmouth,Yarmouth,-,2,9,"1,455",905,"2,397"
Barnstable,Yarmouth,Yarmouth,-,3,9,"1,145",672,"1,859"
Barnstable,Yarmouth,Yarmouth,-,4,9,"1,220",867,"2,128"
Barnstable,Yarmouth,Yarmouth,-,5,9,"1,100",848,"1,984"
Barnstable,Yarmouth,Yarmouth,-,6,9,"1,145",758,"1,930"
Barnstable,Yarmouth,Yarmouth,-,7,9,"1,596","1,059","2,697"
