County,ShortName,Precinct,CD,Biden,Trump,Total
Newport News City (pt.),NewportNewsCity,213 - SANFORD,3,134,381,529
Newport News City (pt.),NewportNewsCity,215 - WARWICK,3,257,268,539
Newport News City (pt.),NewportNewsCity,216 - YATES,3,169,373,559
Newport News City (pt.),NewportNewsCity,217 - RIVERVIEW,3,237,537,786
Newport News City (pt.),NewportNewsCity,218 - KILN CREEK,2,12,21,34
Newport News City (pt.),NewportNewsCity,218 - KILN CREEK,3,396,582,1008
Newport News City (pt.),NewportNewsCity,219 - DEER PARK,3,614,300,937
Newport News City (pt.),NewportNewsCity,302 - BRIARFIELD,3,441,201,657
Newport News City (pt.),NewportNewsCity,303 - CARVER,3,302,168,477
Newport News City (pt.),NewportNewsCity,304 - CHESTNUT,3,308,22,332
Newport News City (pt.),NewportNewsCity,305 - DOWNTOWN,3,130,58,195
Newport News City (pt.),NewportNewsCity,306 - DUNBAR,3,136,11,150
Newport News City (pt.),NewportNewsCity,307 - HUNTINGTON,3,287,11,299
Newport News City (pt.),NewportNewsCity,308 - JEFFERSON,3,275,17,293
Newport News City (pt.),NewportNewsCity,309 - MAGRUDER,3,271,18,293
Newport News City (pt.),NewportNewsCity,310 - MARSHALL,3,349,26,382
Newport News City (pt.),NewportNewsCity,311 - NEWMARKET,3,472,270,755
Newport News City (pt.),NewportNewsCity,312 - NEWSOME PARK,3,179,7,189
Newport News City (pt.),NewportNewsCity,313 - REED,3,437,32,475
Newport News City (pt.),NewportNewsCity,314 - RIVER,3,215,223,459
Newport News City (pt.),NewportNewsCity,315 - SEDGEFIELD,3,325,438,783
Newport News City (pt.),NewportNewsCity,316 - SOUTH MORRISON,3,390,265,673
Newport News City (pt.),NewportNewsCity,317 - WASHINGTON,3,157,7,167
Newport News City (pt.),NewportNewsCity,318 - WILSON,3,284,37,328
Newport News City (pt.),NewportNewsCity,319 - SAUNDERS,3,453,520,994
Newport News City (pt.),NewportNewsCity,320 - WATKINS,3,507,794,1340
Norfolk City (pt.),NorfolkCity,# AB - Central Absentee Precinct,2,12875,5948,19129
Norfolk City (pt.),NorfolkCity,# AB - Central Absentee Precinct,3,32688,5704,38837
Norfolk City (pt.),NorfolkCity,## Provisional,2,182,57,245
Norfolk City (pt.),NorfolkCity,## Provisional,3,425,83,516
Norfolk City (pt.),NorfolkCity,101 - GRANBY,3,510,292,831
Norfolk City (pt.),NorfolkCity,102 - OCEAN VIEW SCHOOL,2,173,278,467
Norfolk City (pt.),NorfolkCity,103 - NORTHSIDE,2,273,390,688
Norfolk City (pt.),NorfolkCity,104 - TITUSTOWN ,2,323,88,420
Norfolk City (pt.),NorfolkCity,104 - TITUSTOWN ,3,24,2,26
Norfolk City (pt.),NorfolkCity,106 - SECOND PRESBYTERIAN,2,418,306,743
Norfolk City (pt.),NorfolkCity,201 - LARCHMONT SCHOOL,3,369,271,658
Norfolk City (pt.),NorfolkCity,203 - GHENT SQUARE,3,161,128,304
Norfolk City (pt.),NorfolkCity,207 - LAMBERT'S POINT,3,543,125,685
Norfolk City (pt.),NorfolkCity,208 - LARCHMONT LIBRARY,3,127,195,339
Norfolk City (pt.),NorfolkCity,210 - MAURY,3,314,186,522
Norfolk City (pt.),NorfolkCity,211 - CHRYSLER MUSEUM,3,367,265,658
Norfolk City (pt.),NorfolkCity,212 - PARK PLACE,3,501,73,586
Norfolk City (pt.),NorfolkCity,213 - TAYLOR ELEMENTARY SCHOOL,3,458,205,699
Norfolk City (pt.),NorfolkCity,214 - STUART,3,339,235,589
Norfolk City (pt.),NorfolkCity,215 - SUBURBAN PARK,2,271,340,627
Norfolk City (pt.),NorfolkCity,217 - WESLEY,2,417,267,710
Norfolk City (pt.),NorfolkCity,218 - WILLARD,3,303,404,731
Norfolk City (pt.),NorfolkCity,301 - BALLENTINE,3,431,130,570
Norfolk City (pt.),NorfolkCity,302 - TANNERS CREEK,3,321,124,458
Norfolk City (pt.),NorfolkCity,303 - BROAD CREEK,3,511,49,565
Norfolk City (pt.),NorfolkCity,304 - COLEMAN PLACE SCHOOL,3,316,99,425
Norfolk City (pt.),NorfolkCity,305 - LAFAYETTE-WINONA,3,316,161,490
Norfolk City (pt.),NorfolkCity,306 - LINDENWOOD,3,378,52,440
Norfolk City (pt.),NorfolkCity,309 - NORVIEW,3,706,305,1044
Norfolk City (pt.),NorfolkCity,310 - ROSEMONT,3,743,103,856
Norfolk City (pt.),NorfolkCity,311 - SHERWOOD,3,670,502,1218
Norfolk City (pt.),NorfolkCity,313 - UNION CHAPEL,3,361,26,393
Norfolk City (pt.),NorfolkCity,402 - BERKLEY,3,364,30,396
Norfolk City (pt.),NorfolkCity,404 - CAMPOSTELLA,3,534,42,586
Norfolk City (pt.),NorfolkCity,405 - CHESTERFIELD,3,522,51,577
Norfolk City (pt.),NorfolkCity,406 - BARRON BLACK,2,232,261,503
Norfolk City (pt.),NorfolkCity,408 - EASTON,3,323,393,730
Norfolk City (pt.),NorfolkCity,409 - FAIRLAWN,3,253,298,564
Norfolk City (pt.),NorfolkCity,411 - RUFFNER ACADEMY,3,376,22,407
Norfolk City (pt.),NorfolkCity,412 - INGLESIDE,3,433,112,557
Norfolk City (pt.),NorfolkCity,413 - POPLAR HALLS,3,476,156,648
Norfolk City (pt.),NorfolkCity,414 - YOUNG PARK,3,565,43,615
Norfolk City (pt.),NorfolkCity,415 - LAKE TAYLOR HIGH SCHOOL,3,312,280,611
Norfolk City (pt.),NorfolkCity,501 - BAYVIEW,2,318,505,856
Norfolk City (pt.),NorfolkCity,503 - EAST OCEAN VIEW,2,351,481,851
Norfolk City (pt.),NorfolkCity,504 - LARRYMORE,2,319,313,645
Norfolk City (pt.),NorfolkCity,505 - LITTLE CREEK,2,258,397,679
Norfolk City (pt.),NorfolkCity,506 - OCEAN VIEW CENTER,2,431,389,845
Norfolk City (pt.),NorfolkCity,507 - PRETLOW,2,300,353,680
Norfolk City (pt.),NorfolkCity,509 - TARRALLTON,2,267,598,887
Norfolk City (pt.),NorfolkCity,510 - THIRD PRESBYTERIAN,2,356,609,1005
Norfolk City (pt.),NorfolkCity,511 - CROSSROADS,2,430,443,896
Norfolk City (pt.),NorfolkCity,512 - AZALEA GARDENS,2,206,274,484
Northampton,Northampton,# AB - Central Absentee Precinct,2,2814,1623,4477
Northampton,Northampton,## Provisional,2,13,7,20
Northampton,Northampton,101 - PRECINCT 1-1,2,158,385,556
Northampton,Northampton,201 - PRECINCT 2-1,2,210,174,404
Northampton,Northampton,301 - PRECINCT 3-1,2,193,184,385
Northampton,Northampton,401 - PRECINCT 4-1,2,106,255,369
Northampton,Northampton,501 - PRECINCT 5-1,2,173,327,511
Northumberland,Northumberland,# AB - Central Absentee Precinct,1,2467,2269,4762
Northumberland,Northumberland,## Provisional,1,12,8,21
Northumberland,Northumberland,101 - 1A,1,129,391,525
Northumberland,Northumberland,201 - 2A,1,135,429,569
Northumberland,Northumberland,301 - 3A,1,210,153,367
Northumberland,Northumberland,401 - 4A,1,148,592,746
Northumberland,Northumberland,501 - 5A,1,151,643,803
Norton City,NortonCity,## Provisional,9,1,3,4
Norton City,NortonCity,001 - EAST WARD,9,463,1106,1590
Nottoway,Nottoway,# AB - Central Absentee Precinct,7,1945,1968,3943
Nottoway,Nottoway,## Provisional,7,0,0,0
Nottoway,Nottoway,101 - PRECINCT 1-1,7,87,285,375
Nottoway,Nottoway,102 - PRECINCT 1-2,7,84,217,307
Nottoway,Nottoway,201 - PRECINCT 2-1,7,190,345,540
Nottoway,Nottoway,202 - PRECINCT 2-2,7,35,178,218
Nottoway,Nottoway,301 - PRECINCT 3-1,7,127,143,276
Nottoway,Nottoway,302 - PRECINCT 3-2,7,44,183,231
Nottoway,Nottoway,401 - PRECINCT 4-1,7,210,81,292
Nottoway,Nottoway,402 - PRECINCT 4-2,7,81,352,436
Nottoway,Nottoway,501 - PRECINCT 5-1,7,168,275,452
Orange,Orange,# AB - Central Absentee Precinct,7,5510,4252,9861
Orange,Orange,## Provisional,7,32,25,57
Orange,Orange,101 - ONE WEST,7,227,826,1064
Orange,Orange,102 - ONE EAST,7,278,727,1023
Orange,Orange,201 - TWO WEST,7,165,888,1061
Orange,Orange,202 - TWO EAST,7,174,951,1149
Orange,Orange,301 - THREE WEST,7,298,641,957
Orange,Orange,302 - THREE EAST,7,66,362,430
Orange,Orange,401 - FOUR WEST,7,167,1039,1226
Orange,Orange,402 - FOUR EAST,7,363,846,1244
Orange,Orange,501 - FIVE SOUTH,7,349,921,1285
Orange,Orange,502 - FIVE NORTH,7,366,948,1331
Page,Page,# AB - Central Absentee Precinct,6,2149,2895,5087
Page,Page,## Provisional,6,25,29,54
Page,Page,101 - WEST LURAY,6,172,1005,1198
Page,Page,201 - EAST LURAY,6,186,1120,1321
Page,Page,301 - MARKSVILLE,6,155,1515,1686
Page,Page,401 - NEWPORT,6,136,1146,1297
Page,Page,501 - SHENANDOAH,6,184,1635,1843
Patrick,Patrick,# AB - Central Absentee Precinct,9,1197,2439,3666
Patrick,Patrick,## Provisional,9,4,8,12
Patrick,Patrick,101 - ARARAT,9,76,381,461
Patrick,Patrick,102 - CLAUDVILLE,9,47,334,383
Patrick,Patrick,103 - WILLIS GAP,9,63,444,511
Patrick,Patrick,201 - DRY POND,9,29,201,233
Patrick,Patrick,202 - PATRICK SPRINGS,9,71,446,520
Patrick,Patrick,203 - RUSSELL CREEK,9,62,348,415
Patrick,Patrick,301 - CRITZ/STELLA,9,111,567,688
Patrick,Patrick,302 - LIBERTY,9,36,412,451
Patrick,Patrick,401 - MEADOWS OF DAN,9,74,435,510
Patrick,Patrick,402 - STUART FAIRGROUNDS,9,38,374,416
Patrick,Patrick,501 - STUART COMMUNITY,9,35,199,236
Patrick,Patrick,502 - ELAMSVILLE,9,57,403,465
Patrick,Patrick,503 - WOOLWINE,9,54,494,553
Petersburg City,PetersburgCity,# AB - Central Absentee Precinct,4,8421,856,9326
Petersburg City,PetersburgCity,## Provisional,4,77,9,86
Petersburg City,PetersburgCity,101 - FIRST WARD FIRST PRECINCT,4,504,91,602
Petersburg City,PetersburgCity,201 - SECOND WARD FIRST PRECINCT,4,722,100,838
Petersburg City,PetersburgCity,301 - THIRD WARD FIRST PRECINCT,4,549,195,756
Petersburg City,PetersburgCity,401 - FOURTH WARD FIRST PRECINCT,4,472,142,625
Petersburg City,PetersburgCity,501 - FIFTH WARD FIRST PRECINCT,4,534,70,612
Petersburg City,PetersburgCity,601 - SIXTH WARD FIRST PRECINCT,4,555,31,591
Petersburg City,PetersburgCity,701 - SEVENTH WARD FIRST PRECINCT,4,555,90,645
Pittsylvania,Pittsylvania,# AB - Central Absentee Precinct,5,6414,11590,18138
Pittsylvania,Pittsylvania,## Provisional,5,61,57,119
Pittsylvania,Pittsylvania,103 - TWIN SPRINGS,5,131,724,866
Pittsylvania,Pittsylvania,105 - CHATHAM,5,62,241,307
Pittsylvania,Pittsylvania,106 - TUNSTALL,5,80,483,567
Pittsylvania,Pittsylvania,108 - WEST BLAIRS,5,59,214,274
Pittsylvania,Pittsylvania,201 - CALLANDS,5,92,472,570
Pittsylvania,Pittsylvania,202- BEARSKIN,5,32,100,132
Pittsylvania,Pittsylvania,204 - SANDY LEVEL,5,72,348,423
Pittsylvania,Pittsylvania,206 - CLIMAX,5,51,244,298
Pittsylvania,Pittsylvania,207 - GRETNA,5,160,580,747
Pittsylvania,Pittsylvania,301 - CENTRAL,5,141,108,249
Pittsylvania,Pittsylvania,305 - RICEVILLE,5,193,165,358
Pittsylvania,Pittsylvania,307 - EAST BLAIRS,5,312,125,443
Pittsylvania,Pittsylvania,308 - MT AIRY,5,127,122,251
Pittsylvania,Pittsylvania,309 - EAST GRETNA,5,89,152,242
Pittsylvania,Pittsylvania,402 - KEELING,5,74,504,580
Pittsylvania,Pittsylvania,404 - KENTUCK,5,187,755,947
Pittsylvania,Pittsylvania,405 - RINGGOLD,5,239,839,1086
Pittsylvania,Pittsylvania,501 - HURT,5,218,714,948
Pittsylvania,Pittsylvania,502 - MOTLEY SYCAMORE,5,148,686,853
Pittsylvania,Pittsylvania,503 - RENAN,5,104,464,574
Pittsylvania,Pittsylvania,603 - STONY MILL,5,116,649,771
Pittsylvania,Pittsylvania,604 - SWANSONVILLE,5,143,439,586
Pittsylvania,Pittsylvania,605 - WHITMELL,5,115,460,579
Pittsylvania,Pittsylvania,606 - BROSVILLE,5,250,391,646
Pittsylvania,Pittsylvania,607 - DRY FORK,5,37,208,246
Pittsylvania,Pittsylvania,702 - BACHELORS HALL,5,80,683,777
Pittsylvania,Pittsylvania,703 - FERRY ROAD,5,66,158,226
Pittsylvania,Pittsylvania,704 - MT HERMON,5,180,603,790
Pittsylvania,Pittsylvania,705 - MT CROSS,5,82,473,558
Poquoson City,PoquosonCity,# AB - Central Absentee Precinct,2,1635,3285,5009
Poquoson City,PoquosonCity,## Provisional,2,3,21,26
Poquoson City,PoquosonCity,001 - CENTRAL,2,126,652,791
Poquoson City,PoquosonCity,002 - EASTERN,2,147,929,1106
Poquoson City,PoquosonCity,003 - WESTERN,2,143,718,887
Portsmouth City,PortsmouthCity,# AB - Central Absentee Precinct,3,19680,4281,24212
Portsmouth City,PortsmouthCity,## Provisional,3,304,73,386
Portsmouth City,PortsmouthCity,001 - EMANUEL A. M. E. CHURCH ,3,370,227,619
Portsmouth City,PortsmouthCity,005 - HAMPTON ROADS COMMUNITY HEALTH CENTER,3,371,22,400
Portsmouth City,PortsmouthCity,007- PARK VIEW ELEMENTARY SCHOOL,3,286,139,435
Portsmouth City,PortsmouthCity,009 - THIRD BAPTIST CHURCH,3,401,114,530
Portsmouth City,PortsmouthCity,010 - PORT NORFOLK RECREATION CENTER,3,227,204,448
Portsmouth City,PortsmouthCity,011 - Mt. Hermon Village,3,510,18,535
Portsmouth City,PortsmouthCity,013 - ST. MARK MISSIONARY BAPTIST CHURCH,3,287,19,312
Portsmouth City,PortsmouthCity,014 - BRIGHTON ELEMENTARY SCHOOL,3,431,27,461
Portsmouth City,PortsmouthCity,016 - CRADOCK MIDDLE SCHOOL,3,417,236,676
Portsmouth City,PortsmouthCity,017 - VICTORY LIFE FELLOWSHIP,3,410,281,707
Portsmouth City,PortsmouthCity,019 - VICTORY ELEMENTARY SCHOOL,3,199,238,450
Portsmouth City,PortsmouthCity,020 - NOBLE STREET BAPTIST CHURCH,3,396,184,592
Portsmouth City,PortsmouthCity,021 - JOHN F. KENNEDY COMMUNITY CENTER,3,306,26,334
Portsmouth City,PortsmouthCity,022 - ST. MARK DELIVERANCE CENTER,3,328,385,729
Portsmouth City,PortsmouthCity,023 - WESTHAVEN BAPTIST CHURCH,3,209,575,811
Portsmouth City,PortsmouthCity,024 - THE SENIOR STATION,3,235,199,445
Portsmouth City,PortsmouthCity,025 - JOHN TYLER ELEMENTARY SCHOOL ,3,296,370,677
Portsmouth City,PortsmouthCity,026 - WILLIAM E. WATERS MIDDLE SCHOOL,3,482,23,509
Portsmouth City,PortsmouthCity,027 - CAVALIER MANOR RECREATION CENTER,3,457,31,493
Portsmouth City,PortsmouthCity,028 - LAKEVIEW ELEMENTARY SCHOOL,3,534,29,567
Portsmouth City,PortsmouthCity,029 - WOODROW WILSON HIGH SCHOOL,3,123,409,548
Portsmouth City,PortsmouthCity,030 - THE RESCUE CHURCH,3,204,633,858
Portsmouth City,PortsmouthCity,031 - WEST PARK CHURCH OF CHRIST ,3,554,529,1108
Portsmouth City,PortsmouthCity,032 - HODGES MANOR ELEMENTARY SCHOOL ,3,141,410,564
Portsmouth City,PortsmouthCity,033- PINECREST BAPTIST CHURCH,3,139,521,679
Portsmouth City,PortsmouthCity,034- CHURCHLAND BRANCH LIBRARY,3,165,418,604
Portsmouth City,PortsmouthCity,035 - CHURCHLAND ELEMENTARY SCHOOL,3,275,518,815
Portsmouth City,PortsmouthCity,036 - SCOTTISH RITE TEMPLE,3,459,717,1200
Portsmouth City,PortsmouthCity,037 - CHURCHLAND MIDDLE SCHOOL,3,525,405,960
Portsmouth City,PortsmouthCity,038 - GROVE BAPTIST CHURCH,3,790,177,989
Portsmouth City,PortsmouthCity,039 - CHURCHLAND PRIMARY AND INTERMEDIATE SCHOOL,3,437,317,773
Powhatan,Powhatan,# AB - Central Absentee Precinct,7,3781,6162,10072
Powhatan,Powhatan,## Provisional,7,11,18,30
Powhatan,Powhatan,101 - SUBLETTS,7,142,758,921
Powhatan,Powhatan,102 - MANAKIN,7,137,569,717
Powhatan,Powhatan,103 - FLAT ROCK,7,85,496,594
Powhatan,Powhatan,201 - POWHATAN STATION,7,120,758,899
Powhatan,Powhatan,202 - GRACELAND,7,160,1003,1188
Powhatan,Powhatan,301 - BETHESDA,7,136,700,859
Powhatan,Powhatan,302 - LEE'S LANDING,7,139,639,790
Powhatan,Powhatan,401 - POWHATAN COURTHOUSE,7,114,967,1098
Powhatan,Powhatan,402 - MT ZION ,7,94,513,617
Powhatan,Powhatan,501 - SMITH CROSS ROADS,7,184,608,806
Powhatan,Powhatan,502 - PINEVILLE,7,137,410,558
Powhatan,Powhatan,503 - TOBACCOVILLE,7,80,454,547
Prince Edward,PrinceEdward,# AB - Central Absentee Precinct,5,3048,1810,4911
Prince Edward,PrinceEdward,## Provisional,5,28,4,33
Prince Edward,PrinceEdward,101 - FARMVILLE,5,173,232,417
Prince Edward,PrinceEdward,201 - LOCKETT,5,290,429,730
Prince Edward,PrinceEdward,301 - LEIGH,5,201,288,495
Prince Edward,PrinceEdward,302 - MT PLEASANT,5,161,155,320
Prince Edward,PrinceEdward,401 - HAMPDEN,5,205,324,541
Prince Edward,PrinceEdward,501 - DARLINGTON HTS,5,134,338,477
Prince Edward,PrinceEdward,502 - BUFFALO HTS,5,67,127,195
Prince Edward,PrinceEdward,601 - PROSPECT,5,326,430,773
Prince Edward,PrinceEdward,701 - WEST END,5,128,225,364
Prince Edward,PrinceEdward,801 - CENTER,5,212,72,287
Prince George,PrinceGeorge,# AB - Central Absentee Precinct,4,5101,5080,10260
Prince George,PrinceGeorge,## Provisional,4,0,0,0
Prince George,PrinceGeorge,101 - RICHARD BLAND,4,141,403,550
Prince George,PrinceGeorge,102 - TEMPLETON,4,220,1210,1451
Prince George,PrinceGeorge,103 - UNION BRANCH,4,246,580,839
Prince George,PrinceGeorge,104 - RIVES,4,201,298,507
Prince George,PrinceGeorge,105 - HARRISON,4,65,317,390
Prince George,PrinceGeorge,201 - BLAND,4,181,580,776
Prince George,PrinceGeorge,202 - BLACK WATER,4,219,628,865
Prince George,PrinceGeorge,203 - BRANDON,4,89,343,438
Prince George,PrinceGeorge,204 - COURTS BLDG,4,267,395,670
Prince George,PrinceGeorge,205 - JEFFERSON PARK,4,373,269,655
Prince William (pt.),PrinceWilliam,# AB - Central Absentee Precinct,1,46939,22720,70440
Prince William (pt.),PrinceWilliam,# AB - Central Absentee Precinct,10,21371,10588,32402
Prince William (pt.),PrinceWilliam,# AB - Central Absentee Precinct,11,46040,19579,66401
Prince William (pt.),PrinceWilliam,## Provisional,1,336,203,558
Prince William (pt.),PrinceWilliam,## Provisional,10,95,62,162
Prince William (pt.),PrinceWilliam,## Provisional,11,486,131,626
Prince William (pt.),PrinceWilliam,101 - BRENTSVILLE,1,216,818,1055
Prince William (pt.),PrinceWilliam,102 - CEDAR POINT,1,284,506,816
Prince William (pt.),PrinceWilliam,103 - GLENKIRK,1,198,355,565
Prince William (pt.),PrinceWilliam,104 - NOKESVILLE,1,193,620,835
Prince William (pt.),PrinceWilliam,105 - LIMESTONE,1,287,451,757
Prince William (pt.),PrinceWilliam,106 - WESTGATE,1,416,267,691
Prince William (pt.),PrinceWilliam,107 - MARSTELLER,1,287,454,759
Prince William (pt.),PrinceWilliam,108 - VICTORY,1,427,522,970
Prince William (pt.),PrinceWilliam,109 - CHRIS YUNG,1,343,397,761
Prince William (pt.),PrinceWilliam,110 - BUCKLAND MILLS,1,62,99,164
Prince William (pt.),PrinceWilliam,110 - BUCKLAND MILLS,10,205,210,425
Prince William (pt.),PrinceWilliam,111 - BRISTOW RUN,1,128,182,318
Prince William (pt.),PrinceWilliam,112 - BURKE-NICKENS,1,9,13,24
Prince William (pt.),PrinceWilliam,112 - BURKE-NICKENS,10,278,425,717
Prince William (pt.),PrinceWilliam,114 - PINEY BRANCH,1,131,220,358
Prince William (pt.),PrinceWilliam,201 - SAUNDERS,11,316,246,579
Prince William (pt.),PrinceWilliam,202 - MARSHALL,1,166,377,558
Prince William (pt.),PrinceWilliam,203 - BENNETT,1,268,444,737
Prince William (pt.),PrinceWilliam,204 - ELLIS,1,363,353,740
Prince William (pt.),PrinceWilliam,205 - BUCKHALL,10,259,526,809
Prince William (pt.),PrinceWilliam,206 - COLES,1,146,376,545
Prince William (pt.),PrinceWilliam,207 - SPRIGGS,1,347,391,750
Prince William (pt.),PrinceWilliam,208 - HYLTON,1,119,325,448
Prince William (pt.),PrinceWilliam,209 - INDEPENDENT HILL,1,107,371,496
Prince William (pt.),PrinceWilliam,210 - PENN,1,110,320,436
Prince William (pt.),PrinceWilliam,210 - PENN,11,18,22,43
Prince William (pt.),PrinceWilliam,211 - SIGNAL HILL,10,275,516,792
Prince William (pt.),PrinceWilliam,212 - YORKSHIRE,10,629,553,1207
Prince William (pt.),PrinceWilliam,213 - SARATOGA,1,291,179,483
Prince William (pt.),PrinceWilliam,214 - LUCASVILLE,1,154,430,607
Prince William (pt.),PrinceWilliam,215 - ROSA PARKS,11,270,257,536
Prince William (pt.),PrinceWilliam,301 - DUMFRIES,11,275,172,455
Prince William (pt.),PrinceWilliam,302 - POTOMAC,11,290,100,395
Prince William (pt.),PrinceWilliam,303 - GRAHAM PARK,11,279,144,435
Prince William (pt.),PrinceWilliam,304 - QUANTICO,1,97,128,231
Prince William (pt.),PrinceWilliam,305 - PATTIE,1,249,358,622
Prince William (pt.),PrinceWilliam,306 - WASHINGTON-REID,1,185,219,413
Prince William (pt.),PrinceWilliam,307 - HENDERSON,1,195,299,510
Prince William (pt.),PrinceWilliam,308 - MONTCLAIR,1,189,262,458
Prince William (pt.),PrinceWilliam,309 - ASHLAND ,1,160,275,444
Prince William (pt.),PrinceWilliam,310 - FOREST PARK,1,286,235,529
Prince William (pt.),PrinceWilliam,311 - SWANS CREEK,11,566,328,903
Prince William (pt.),PrinceWilliam,312 - TRIANGLE ,1,74,30,108
Prince William (pt.),PrinceWilliam,312 - TRIANGLE ,11,268,206,486
Prince William (pt.),PrinceWilliam,313 - CARDINAL,1,275,192,475
Prince William (pt.),PrinceWilliam,314 - CABIN BRANCH,1,198,227,433
Prince William (pt.),PrinceWilliam,315 - WILLIAMS,11,217,74,296
Prince William (pt.),PrinceWilliam,401 - EVERGREEN,10,157,510,684
Prince William (pt.),PrinceWilliam,402 - BATTLEFIELD,10,135,416,566
Prince William (pt.),PrinceWilliam,403 - BULL RUN,10,171,279,459
Prince William (pt.),PrinceWilliam,404 - BEN LOMOND,1,312,241,574
Prince William (pt.),PrinceWilliam,405 - STONEWALL,1,543,387,944
Prince William (pt.),PrinceWilliam,406 - ALVEY,10,30,102,132
Prince William (pt.),PrinceWilliam,407 - HERITAGE HUNT,10,82,314,402
Prince William (pt.),PrinceWilliam,408 - SUDLEY,1,322,353,687
Prince William (pt.),PrinceWilliam,409 - TYLER,10,305,402,726
Prince William (pt.),PrinceWilliam,410 - MOUNTAIN VIEW,10,172,316,502
Prince William (pt.),PrinceWilliam,411 - MULLEN,1,514,282,806
Prince William (pt.),PrinceWilliam,412 - CATHARPIN,10,107,381,497
Prince William (pt.),PrinceWilliam,413 - REAGAN,10,188,462,668
Prince William (pt.),PrinceWilliam,501 - LAKE RIDGE,1,301,287,602
Prince William (pt.),PrinceWilliam,502 - OCCOQUAN,11,292,231,530
Prince William (pt.),PrinceWilliam,503 - OLD BRIDGE,11,309,203,520
Prince William (pt.),PrinceWilliam,504 - ROCKLEDGE,11,264,218,495
Prince William (pt.),PrinceWilliam,505 - MOHICAN,1,289,345,651
Prince William (pt.),PrinceWilliam,506 - BETHEL,11,411,337,764
Prince William (pt.),PrinceWilliam,507 - CHINN,11,296,250,560
Prince William (pt.),PrinceWilliam,508 - SPRINGWOODS,1,241,175,427
Prince William (pt.),PrinceWilliam,509 - MC COART,1,124,300,433
Prince William (pt.),PrinceWilliam,510 - YATES FORD,10,177,438,631
Prince William (pt.),PrinceWilliam,511 - WESTRIDGE,1,314,290,616
Prince William (pt.),PrinceWilliam,512 - YORK,11,472,192,677
Prince William (pt.),PrinceWilliam,513 - LYNNWOOD,11,303,329,650
Prince William (pt.),PrinceWilliam,514 - ANTIETAM,11,410,338,771
Prince William (pt.),PrinceWilliam,601 - DALE,11,455,208,672
Prince William (pt.),PrinceWilliam,602 - BEVILLE,11,471,258,740
Prince William (pt.),PrinceWilliam,603 - HAMPTON,11,363,155,521
Prince William (pt.),PrinceWilliam,604 - GIDEON,11,363,214,588
Prince William (pt.),PrinceWilliam,605 - MINNIEVILLE,11,348,243,607
Prince William (pt.),PrinceWilliam,606 - BEL AIR,11,393,284,687
Prince William (pt.),PrinceWilliam,607 - KERRYDALE,11,359,248,627
Prince William (pt.),PrinceWilliam,608 - ENTERPRISE,11,359,248,627
Prince William (pt.),PrinceWilliam,609 - KING,1,12,6,20
Prince William (pt.),PrinceWilliam,609 - KING,11,432,234,680
Prince William (pt.),PrinceWilliam,610 - FITZGERALD,11,475,235,718
Prince William (pt.),PrinceWilliam,611 - NEABSCO,11,334,198,538
Prince William (pt.),PrinceWilliam,701 - BELMONT,11,387,370,769
Prince William (pt.),PrinceWilliam,702 - LIBRARY,11,377,187,579
Prince William (pt.),PrinceWilliam,703 - LYNN,11,339,121,471
Prince William (pt.),PrinceWilliam,704 - PORTER,11,458,192,661
Prince William (pt.),PrinceWilliam,705 - POTOMAC VIEW,11,370,231,609
Prince William (pt.),PrinceWilliam,706 - RIPPON,11,448,295,751
Prince William (pt.),PrinceWilliam,707 - KILBY,11,478,258,748
Prince William (pt.),PrinceWilliam,708 - RIVER OAKS,11,413,148,570
Prince William (pt.),PrinceWilliam,709 - FREEDOM,11,397,144,549
Prince William (pt.),PrinceWilliam,710 - POWELLS CREEK,11,410,131,548
Prince William (pt.),PrinceWilliam,711 - GRAYSON,11,569,266,848
Prince William (pt.),PrinceWilliam,712 - LEESYLVANIA,11,240,213,462
Pulaski,Pulaski,# AB - Central Absentee Precinct,9,3526,5300,8930
Pulaski,Pulaski,## Provisional,9,32,44,77
Pulaski,Pulaski,101 - BELSPRING,9,88,396,505
Pulaski,Pulaski,102 - NEW RIVER,9,233,783,1028
Pulaski,Pulaski,103 - WEST CLOYD,9,88,512,608
Pulaski,Pulaski,201 - DRAPER,9,86,600,704
Pulaski,Pulaski,202 - SOUTH PULASKI,9,20,103,127
Pulaski,Pulaski,203 - NEWBERN,9,172,776,971
Pulaski,Pulaski,301 - DUBLIN,9,135,721,873
Pulaski,Pulaski,302 - HIWASSEE,9,52,278,333
Pulaski,Pulaski,304 - SNOWVILLE,9,88,600,694
Pulaski,Pulaski,401 - MASSIE,9,166,779,966
Pulaski,Pulaski,402 - WALKER,9,52,401,458
Pulaski,Pulaski,501 - ROBINSON,9,187,834,1053
Radford City,RadfordCity,# AB - Central Absentee Precinct,9,2324,1304,3694
Radford City,RadfordCity,## Provisional,9,16,5,21
Radford City,RadfordCity,001 - EAST PRECINCT,9,274,318,611
Radford City,RadfordCity,002 - CENTRAL PRECINCT,9,196,396,610
Radford City,RadfordCity,003 - WEST PRECINCT,9,249,543,822
Radford City,RadfordCity,004 - NEW RIVER PRECINCT,9,299,220,531
Rappahannock,Rappahannock,# AB - Central Absentee Precinct,5,1470,639,2130
Rappahannock,Rappahannock,## Provisional,5,17,18,35
Rappahannock,Rappahannock,101 - WASHINGTON,5,117,372,491
